application_number,filing_date,application_invention_type,examiner_full_name,examiner_art_unit,uspc_class,uspc_subclass,confirm_number,atty_docket_number,appl_status_desc,appl_status_date,file_location,file_location_date,earliest_pgpub_number,earliest_pgpub_date,wipo_pub_number,wipo_pub_date,patent_number,patent_issue_date,invention_title,small_entity_indicator,aia_first_to_file,publication_number,date_application_produced,date_application_published,main_cpc_label,cpc_labels,main_ipcr_label,ipcr_labels,foreign,continuation,decision,decision_as_of_2020,npe_litigated_count,main_ipcr_label_subclass,filing_year
11898833,2007-09-17,Utility,"LEBENTRITT, MICHAEL",3745,438,151000,4620.0,0756-8108,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2015-05-11,ELECTRONIC,,US20080044962A1,2008-02-21,,,7923311,2011-04-12,ELECTRO-OPTICAL DEVICE AND THIN FILM TRANSISTOR AND METHOD FOR FORMING THE SAME,UNDISCOUNTED,false,US20080044962A1-20080221,2008-02-06,2008-02-21,,,H01L21336,H01L21336,True,1,CONT-ACCEPTED,CONT-ACCEPTED,1,H01L,2007
11899128,2007-09-04,Utility,"MARCANTONI, PAUL D",1793,75,301000,7348.0,0254500-056976.07.US,Patented Case,2010-10-13,ELECTRONIC,,US20080061465A1,2008-03-13,,,7824464,2010-11-02,CALCIUM ALUMINATE CLINKER AS A REFRACTORY AGGREGATE WITH AND WITHOUT BARIUM ADDITION AND USE THEREOF,UNDISCOUNTED,false,US20080061465A1-20080313,2008-02-27,2008-03-13,,,B29C4302,"B29C4302, C04B3503, C04B35101",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,B29C,2007
11899265,2007-09-04,Utility,"YOHANNES, TESFAY",2441,709,218000,7566.0,US0001-C2,Patented Case,2010-08-04,ELECTRONIC,,US20080034062A1,2008-02-07,,,7783721,2010-08-24,METHOD AND CODE MODULE FOR ADDING FUNCTION TO A WEB PAGE,SMALL,false,US20080034062A1-20080207,2008-01-23,2008-02-07,,,G06F1516,G06F1516,False,1,CONT-ACCEPTED,CONT-ACCEPTED,4,G06F,2007
11899560,2007-09-05,Utility,"MULLER, BRYAN R",3727,81,427500,8667.0,DBH:756.1094,Patented Case,2009-07-15,ELECTRONIC,,US20070294833A1,2007-12-27,,,7568408,2009-08-04,MULTIPURPOSE FOLDING TOOL WITH TOOL BIT HOLDER AND BLADE LOCK,UNDISCOUNTED,false,US20070294833A1-20071227,2007-12-12,2007-12-27,,,B25B722,B25B722,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,B25B,2007
11899919,2007-09-07,Utility,"ABBOTT-LEWIS, YVONNE RENEE",3644,119,843000,9214.0,,Patented Case,2010-02-24,ELECTRONIC,,US20090064941A1,2009-03-12,,,7677205,2010-03-16,PORTABLE OR STATIONARY ANIMAL ALLEY,SMALL,false,US20090064941A1-20090312,2009-02-25,2009-03-12,,,A01K1504,"A01K1504, A01K2900",False,0,ACCEPTED,ACCEPTED,2,A01K,2007
11900065,2007-09-10,Utility,"POND, ROBERT M",3625,705,026000,1453.0,SCOT0018-2,Patented Case,2012-06-27,ELECTRONIC,,US20080005571A1,2008-01-03,,,8224705,2012-07-17,"METHODS, SYSTEMS AND DEVICES FOR PACKET WATERMARKING AND EFFICIENT PROVISIONING OF BANDWIDTH",UNDISCOUNTED,false,US20080005571A1-20080103,2007-12-18,2008-01-03,,,H04L900,"H04L900, G06Q3000",False,1,CONT-ACCEPTED,CONT-ACCEPTED,21,H04L,2007
11900066,2007-09-10,Utility,"PARTHASARATHY, PRAMILA",2436,726,013000,1462.0,SCOT0018-3,Patented Case,2009-04-15,ELECTRONIC,,US20080005572A1,2008-01-03,,,7530102,2009-05-05,"METHODS, SYSTEMS AND DEVICES FOR PACKET WATERMARKING AND EFFICIENT PROVISIONING OF BANDWIDTH",UNDISCOUNTED,false,US20080005572A1-20080103,2007-12-18,2008-01-03,,,H04L900,H04L900,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,H04L,2007
11900207,2007-09-10,Utility,"NGUYEN, MATTHEW VAN",2838,363,021000,1582.0,8339-83673-03,Patented Case,2009-06-17,ELECTRONIC,,US20080151582A1,2008-06-26,,,7558083,2009-07-07,HIGH EFFICIENCY POWER CONVERTER,UNDISCOUNTED,false,US20080151582A1-20080626,2008-06-12,2008-06-26,,,H02M3335,H02M3335,False,1,CONT-ACCEPTED,CONT-ACCEPTED,8,H02M,2007
11900394,2007-09-11,Utility,"PEZZUTO, ROBERT ERIC",3671,37,352000,2305.0,206.00550101,Patented Case,2009-12-23,ELECTRONIC,,US20090064543A1,2009-03-12,,,7644524,2010-01-12,WALK-BEHIND TRENCHING MACHINE,UNDISCOUNTED,false,US20090064543A1-20090312,2009-02-25,2009-03-12,,,E02F506,"E02F506, E02F308",False,0,ACCEPTED,ACCEPTED,2,E02F,2007
11900620,2007-09-11,Utility,"KIM, WESLEY LEO",2617,370,238000,3057.0,8000.1001 CONT,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2019-05-06,ELECTRONIC,,US20080220785A1,2008-09-11,,,7916648,2011-03-29,METHOD OF CALL ROUTING AND CONNECTION,UNDISCOUNTED,false,US20080220785A1-20080911,2008-08-28,2008-09-11,,,H04Q720,H04Q720,False,1,CONT-ACCEPTED,CONT-ACCEPTED,37,H04Q,2007
11901263,2007-09-14,Utility,"NGUYEN, MATTHEW VAN",2838,363,021060,4582.0,8339-83673-04,Patented Case,2009-07-01,ELECTRONIC,,US20080151580A1,2008-06-26,,,7564702,2009-07-21,HIGH EFFICIENCY POWER CONVERTER,UNDISCOUNTED,false,US20080151580A1-20080626,2008-06-12,2008-06-26,,,H02M3337,H02M3337,False,1,CONT-ACCEPTED,CONT-ACCEPTED,8,H02M,2007
11901552,2007-09-18,Utility,"MCCULLOCH JR, WILLIAM H",3714,463,042000,7119.0,M552,Patented Case,2017-10-11,ELECTRONIC,,US20080188310A1,2008-08-07,,,9802129,2017-10-31,Internet sports computer cellular device,SMALL,false,US20080188310A1-20080807,2008-07-23,2008-08-07,,,A63F924,"A63F924, G01C2120",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,A63F,2007
11903304,2007-09-21,Utility,"MYINT, DENNIS Y",2162,707,829000,8331.0,5109-TechI-0002,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2018-12-31,ELECTRONIC,,US20080021921A1,2008-01-24,,,7840619,2010-11-23,"COMPUTER SYSTEM FOR AUTOMATIC ORGANIZATION, INDEXING AND VIEWING OF INFORMATION FROM MULTIPLE SOURCES",SMALL,false,US20080021921A1-20080124,2008-01-09,2008-01-24,,,G06F700,G06F700,False,1,CONT-ACCEPTED,CONT-ACCEPTED,10,G06F,2007
11903596,2007-09-24,Utility,"FISHBACK, ASHLEY LAUREN",3731,606,114000,9903.0,G30-063US,Patented Case,2011-12-28,ELECTRONIC,,US20090082779A1,2009-03-26,,,8097001,2012-01-17,MEDICAL INSTRUMENT WITH STOP MOTION OVERRIDE AND ASSOCIATED METHOD,UNDISCOUNTED,false,US20090082779A1-20090326,2009-03-11,2009-03-26,,,A61B1750,A61B1750,False,0,ACCEPTED,ACCEPTED,1,A61B,2007
11903890,2007-09-25,Utility,"GORDON, STEPHEN T",3612,410,007000,1927.0,KDC-138-B,Patented Case,2010-04-28,ELECTRONIC,,US20080247837A1,2008-10-09,,,7717655,2010-05-18,COMPACT WHEELCHAIR RESTRAINT SYSTEM WITH HOUSING AND RELEASE,SMALL,false,US20080247837A1-20081009,2008-09-24,2008-10-09,,,B60P3073,B60P3073,False,0,ACCEPTED,ACCEPTED,1,B60P,2007
11903972,2007-09-25,Utility,"JIANG, FANG-XING",2815,257,341000,2769.0,MXP-007:,Patented Case,2010-11-10,ELECTRONIC,,US20080073707A1,2008-03-27,,,7843004,2010-11-30,POWER MOSFET WITH RECESSED FIELD PLATE,UNDISCOUNTED,false,US20080073707A1-20080327,2008-03-13,2008-03-27,,,H01L2978,"H01L2978, H01L21336",False,0,ACCEPTED,ACCEPTED,1,H01L,2007
11904067,2007-09-26,Utility,"KLINKEL, KORTNEY L",1611,514,183000,2763.0,820.1004-U,Patented Case,2009-08-26,ELECTRONIC,,US20080076798A1,2008-03-27,,,7589106,2009-09-15,ALCOHOL FREE FORMULATION OF ARGATROBAN,UNDISCOUNTED,false,US20080076798A1-20080327,2008-03-13,2008-03-27,,,A61K314709,"A61K314709, A61P702",False,0,ACCEPTED,ACCEPTED,3,A61K,2007
11904093,2007-09-26,Utility,"PHAM, TOAN NGOC",2612,340,573100,2482.0,18783.0010,Patented Case,2008-09-10,ELECTRONIC,,US20080192578A1,2008-08-14,,,7429928,2008-09-30,SYSTEM AND METHOD FOR MANIPULATING INSECT BEHAVIOR,SMALL,false,US20080192578A1-20080814,2008-07-30,2008-08-14,,,H04B102,H04B102,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,H04B,2007
11904334,2007-09-26,Utility,"BARRY, CHESTER T",1797,210,620000,4079.0,120457-11,Patented Case,2013-11-27,ELECTRONIC,,US20080073266A1,2008-03-27,,,7563374,2009-07-21,CONTINUOUS MULTISTAGE THERMOPHILIC AEROBIC AND AEROBIC-ANAEROBIC SLUDGE TREATMENT PROCESS,SMALL,false,US20080073266A1-20080327,2008-03-12,2008-03-27,,,C02F330,C02F330,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,C02F,2007
11904347,2007-09-27,Utility,"FEATHERSTONE, MARK D",2423,725,139000,5026.0,44426-05,Patented Case,2012-06-06,ELECTRONIC,,US20090089854A1,2009-04-02,,,8209732,2012-06-26,ARRANGEMENT AND METHOD FOR MANAGING TESTING AND REPAIR OF SET-TOP BOXES,UNDISCOUNTED,false,US20090089854A1-20090402,2009-03-18,2009-04-02,,,H04N716,H04N716,False,0,ACCEPTED,ACCEPTED,2,H04N,2007
11904655,2007-09-28,Utility,"KALACH, BRIANNE E",3776,132,073000,6025.0,70219.0006USU1,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2019-02-11,ELECTRONIC,,US20080087291A1,2008-04-17,,,7861730,2011-01-04,METHODS AND DEVICES FOR APPLYING SOLID NAIL COATINGS TO MAMMALIAN AND ARTIFICIAL NAILS,SMALL,false,US20080087291A1-20080417,2008-04-01,2008-04-17,,,A45D3100,"A45D3100, A45D2918, B41M540",False,0,ACCEPTED,ACCEPTED,2,A45D,2007
11904791,2007-09-27,Utility,"TURCHEN, JAMES R",2439,713,189000,5038.0,28898-20210,Patented Case,2014-02-05,ELECTRONIC,,US20080082834A1,2008-04-03,,,8661263,2014-02-25,META-COMPLETE DATA STORAGE,UNDISCOUNTED,false,US20080082834A1-20080403,2008-03-18,2008-04-03,,,H04L906,"H04L906, G06F3048",False,0,ACCEPTED,ACCEPTED,1,H04L,2007
11905926,2007-10-05,Utility,"YU, HONG",1613,424,047000,9312.0,025217-0158,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2020-01-13,ELECTRONIC,,US20080152597A1,2008-06-26,,,8071075,2011-12-06,DERMAL PENETRATION ENHANCERS AND DRUG DELIVERY SYSTEMS INVOLVING THE SAME,UNDISCOUNTED,false,US20080152597A1-20080626,2008-06-12,2008-06-26,,,A61K837,"A61K837, A61Q1704",True,1,CONT-ACCEPTED,CONT-ACCEPTED,3,A61K,2007
11907195,2007-10-10,Utility,"GORDEN, RAEANN",3711,473,383000,2494.0,20002.0449B,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2021-03-22,ELECTRONIC,,US20080153630A1,2008-06-26,,,7491137,2009-02-17,GOLF BALL WITH IMPROVED FLIGHT PERFORMANCE,UNDISCOUNTED,false,US20080153630A1-20080626,2008-06-12,2008-06-26,,,A63B3714,A63B3714,False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,A63B,2007
11907795,2007-10-17,Utility,"NGUYEN, HOA CAO",2841,361,761000,6351.0,0365-0644PUS2,Patented Case,2009-10-07,ELECTRONIC,,US20080043441A1,2008-02-21,,,7609527,2009-10-27,ELECTRONIC MODULE,UNDISCOUNTED,false,US20080043441A1-20080221,2008-02-06,2008-02-21,,,H05K334,"H05K334, H05K720",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,H05K,2007
11908048,2007-09-07,Utility,"LILLING, HERBERT J",1657,435,108000,9924.0,02937.000100.,Patented Case,2011-01-26,ELECTRONIC,,US20090081739A1,2009-03-26,,,7888078,2011-02-15,PROCESS FOR PRODUCING AMINO ACIDS,UNDISCOUNTED,false,US20090081739A1-20090326,2009-03-11,2009-03-26,,,C12P1322,"C12P1322, C12P1304, C12P1314, C12P1308, C12P1306",True,0,ACCEPTED,ACCEPTED,1,C12P,2007
11908336,2008-03-10,Utility,"HUSON, MONICA ANNE",1742,264,516000,2820.0,314593US6PCT,Patented Case,2012-04-04,ELECTRONIC,,US20080224363A1,2008-09-18,,,8163228,2012-04-24,METHOD FOR MANUFACTURING A PLASTIC FUEL TANK,UNDISCOUNTED,false,US20080224363A1-20080918,2008-09-04,2008-09-18,,,B29C4920,"B29C4920, B60K15035",True,0,ACCEPTED,ACCEPTED,1,B29C,2008
11908354,2007-09-11,Utility,"PARK, JUNG H",2465,370,389000,2966.0,MAT-10069US,Patented Case,2010-08-25,ELECTRONIC,,US20090067425A1,2009-03-12,,,7796512,2010-09-14,"SWITCHING SOURCE DEVICE, SWITCHING DESTINATION DEVICE, HIGH SPEED DEVICE SWITCHING SYSTEM, AND SIGNALING METHOD",UNDISCOUNTED,false,US20090067425A1-20090312,2009-02-25,2009-03-12,,,H04L1256,H04L1256,True,0,ACCEPTED,ACCEPTED,1,H04L,2007
11908575,2007-09-13,Utility,"KRISHNAN, GANAPATHY",1673,514,053000,5781.0,BUG5-42765,Patented Case,2014-06-04,ELECTRONIC,,US20080207558A1,2008-08-28,,,8759320,2014-06-24,"PROCESS FOR THE PREPARATION OF TRIVALENT IRON COMPLEXES WITH MONO-, DI- AND POLYSACCHARIDE SUGARS",SMALL,false,US20080207558A1-20080828,2008-08-14,2008-08-28,,,A61K317016,"A61K317016, C08B3700, C08B3702, C07H2300, C13K700, A61K31721, C13K500",True,0,ACCEPTED,ACCEPTED,2,A61K,2007
11908796,2007-11-14,Utility,"CANELLA, KAREN A",1643,514,019300,8240.0,4258-140,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2017-03-20,ELECTRONIC,,US20090068657A1,2009-03-12,,,8377888,2013-02-19,METHOD OF PREDICTING THE CLINICAL RESPONSE TO CISPLATIN OR CARBOPLATIN CHEMOTHERAPEUTIC TREATMENT,SMALL,false,US20090068657A1-20090312,2009-02-25,2009-03-12,,,C12Q168,C12Q168,True,0,ACCEPTED,ACCEPTED,1,C12Q,2007
11908798,2007-09-17,Utility,"FRONDA, CHRISTIAN L",1652,424,094600,8275.0,314415US0PCT,Patented Case,2011-02-09,ELECTRONIC,,US20100021448A1,2010-01-28,,,7897372,2011-03-01,"I-CREI MEGANUCLEASE VARIANTS WITH MODIFIED SPECIFICITY, METHOD OF PREPARATION AND USES THEREOF",UNDISCOUNTED,false,US20100021448A1-20100128,2010-01-14,2010-01-28,,,A61K3846,"A61K3846, C12N922, C12N1511, C12N1500, C12N510, C12N504, A01H500, A01K67027, C12P1934, A61L218, A61K31711",True,0,ACCEPTED,ACCEPTED,6,A61K,2007
11908834,2008-09-17,Utility,"CORDERO GARCIA, MARCELA M",1654,514,011700,8500.0,7140.204-US,Patented Case,2012-02-15,ELECTRONIC,,US20090156478A1,2009-06-18,,,8129343,2012-03-06,ACYLATED GLP-1 COMPOUNDS,UNDISCOUNTED,false,US20090156478A1-20090618,2009-06-04,2009-06-18,,,A61K3826,"A61K3826, C07K14605, A61P310",True,0,ACCEPTED,ACCEPTED,7,A61K,2008
11909002,2007-09-18,Utility,"SPECTOR, DAVID N",2873,700,095000,9951.0,RYZ01 P-100B,Patented Case,2009-03-18,ELECTRONIC,,US20080121168A1,2008-05-29,,,7515981,2009-04-07,LIGHT GUIDED ASSEMBLY SYSTEM,SMALL,false,US20080121168A1-20080529,2008-05-14,2008-05-29,,,F21S1000,"F21S1000, G01C1502",False,0,ACCEPTED,ACCEPTED,1,F21S,2007
11910079,2007-09-28,Utility,"GURARI, EREZ",3618,280,047180,2299.0,5375-078,Patented Case,2010-12-28,ELECTRONIC,,US20080191437A1,2008-08-14,,,7871090,2011-01-18,POWDER SPRAY COATING CART,UNDISCOUNTED,false,US20080191437A1-20080814,2008-07-30,2008-08-14,,,B62B304,B62B304,True,0,ACCEPTED,ACCEPTED,1,B62B,2007
11910741,2008-06-12,Utility,"CLERKLEY, DANIELLE A",3643,47,048500,9523.0,3385/15,Patented Case,2011-04-27,ELECTRONIC,,US20080256857A1,2008-10-23,,,7941971,2011-05-17,IRRIGATION SYSTEM,SMALL,false,US20080256857A1-20081023,2008-10-08,2008-10-23,,,A01G2500,A01G2500,False,0,ACCEPTED,ACCEPTED,1,A01G,2008
11911633,2008-05-19,Utility,"NEGARESTAN, FARSHAD",3768,600,437000,8989.0,930125.401USPC,Patented Case,2012-09-26,ELECTRONIC,,US20090112095A1,2009-04-30,,,8287456,2012-10-16,ULTRASOUND IMAGING SYSTEM WITH PIXEL ORIENTED PROCESSING,SMALL,false,US20090112095A1-20090430,2009-04-16,2009-04-30,,,A61B806,A61B806,False,0,ACCEPTED,ACCEPTED,1,A61B,2008
11912298,2008-05-27,Utility,"SPURLOCK, BRETT SHANE",3742,99,511000,6625.0,BRE0527U,Patented Case,2015-04-08,ELECTRONIC,,US20080314261A1,2008-12-25,,,9016196,2015-04-28,COMPACT JUICER,SMALL,false,US20080314261A1-20081225,2008-12-10,2008-12-25,,,A23N100,"A23N100, B25G100",True,0,ACCEPTED,ACCEPTED,1,A23N,2008
11912400,2007-11-20,Utility,"GEBREYESUS, KAGNEW H",1656,536,023200,8483.0,DC0317US.NP,Patented Case,2012-05-23,ELECTRONIC,,US20080206221A1,2008-08-28,,,8197807,2012-06-12,NICOTINAMIDE RIBOSIDE KINASE COMPOSITIONS AND METHODS FOR USING THE SAME,SMALL,false,US20080206221A1-20080828,2008-08-14,2008-08-28,,,A61K3845,"A61K3845, C07H2100, A61K317088, C07H1700, A61P3500, A61K31706, C12Q148, C12N912",False,0,ACCEPTED,ACCEPTED,3,A61K,2007
11912597,2007-10-25,Utility,"BAKER, CHARLOTTE M",2625,358,003280,1783.0,072421,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2019-11-11,ELECTRONIC,,US20090066977A1,2009-03-12,,,8031375,2011-10-04,INFORMATION INPUT/OUTPUT METHOD USING DOT PATTERN,SMALL,false,US20090066977A1-20090312,2009-02-25,2009-03-12,,,G06K1510,G06K1510,False,0,ACCEPTED,ACCEPTED,1,G06K,2007
11912642,2008-02-26,Utility,"EDWARDS, NEWTON O",1794,428,359000,1130.0,AWA-PT009,Patented Case,2010-03-03,ELECTRONIC,,US20080193690A1,2008-08-14,,,7682693,2010-03-23,FILLING MATERIAL,UNDISCOUNTED,false,US20080193690A1-20080814,2008-07-30,2008-08-14,,,B28B2300,"B28B2300, B29C4700, D01G916",True,0,ACCEPTED,ACCEPTED,2,B28B,2008
11912675,2007-10-26,Utility,"RAO, DEEPAK R",1624,544,319000,1590.0,70652,Patented Case,2012-02-08,ELECTRONIC,,US20080214587A1,2008-09-04,,,8124761,2012-02-28,PROCESSES FOR THE PREPARATION OF AZOXYSTROBIN USING DABCO AS A CATALYST AND NOVEL INTERMEDIATES USED IN THE PROCESSES,UNDISCOUNTED,false,US20080214587A1-20080904,2008-08-20,2008-09-04,,,A01N4354,"A01N4354, C07D23952, C07C69708, A01P300, C07C6730, A01N3710",True,0,ACCEPTED,ACCEPTED,2,A01N,2007
11912905,2008-05-06,Utility,"SHAH, SAMIR",1787,428,423300,4247.0,60805US005,Patented Case,2014-06-11,ELECTRONIC,,US20080199704A1,2008-08-21,,,8765263,2014-07-01,Multilayer Polyurethane Protective Films,UNDISCOUNTED,false,US20080199704A1-20080821,2008-08-05,2008-08-21,,,B32B2740,"B32B2740, B32B3700",False,0,ACCEPTED,ACCEPTED,1,B32B,2008
11913191,2007-10-31,Utility,"PAGONAKIS, ANNA",1628,514,604000,9673.0,110085.010701,Patented Case,2014-08-27,ELECTRONIC,,US20080194690A1,2008-08-14,,,8835501,2014-09-16,PHARMACEUTICAL FORMULATIONS OF HDAC INHIBITORS,SMALL,false,US20080194690A1-20080814,2008-07-30,2008-08-14,,,A61K3118,"A61K3118, A61P3500",False,0,ACCEPTED,ACCEPTED,1,A61K,2007
11913200,2007-10-31,Utility,"BALASUBRAMANIAN, VENKATARAMAN",1624,544,321000,9827.0,TIP0098USPCT,Patented Case,2012-01-04,ELECTRONIC,,US20080171878A1,2008-07-17,,,8101752,2012-01-24,"PROCESS FOR PREPARING 4-[(1,6-DIHYDRO-6-OXO-2-PYRIMIDINYL)AMINO]BENZONITRILE",UNDISCOUNTED,false,US20080171878A1-20080717,2008-07-01,2008-07-17,,,C07D23947,C07D23947,True,0,ACCEPTED,ACCEPTED,1,C07D,2007
11913330,2007-11-01,Utility,"EVANS, GEOFFREY S",3742,428,542200,3807.0,127238.00002,Patented Case,2011-03-16,ELECTRONIC,,US20080160254A1,2008-07-03,,,7919191,2011-04-05,PIGMENTED IMAGES ON STONE,SMALL,false,US20080160254A1-20080703,2008-06-19,2008-07-03,,,B32B326,"B32B326, B05D306",False,0,ACCEPTED,ACCEPTED,1,B32B,2007
11914079,2007-11-09,Utility,"SURYAWANSHI, SURESH",2115,713,320000,2862.0,SC14157EI,Application Involved in Court Proceedings,2020-04-21,ELECTRONIC,,US20080209248A1,2008-08-28,,,8020014,2011-09-13,METHOD FOR POWER REDUCTION AND A DEVICE HAVING POWER REDUCTION CAPABILITIES,UNDISCOUNTED,false,US20080209248A1-20080828,2008-08-14,2008-08-28,,,G06F128,G06F128,False,0,ACCEPTED,ACCEPTED,1,G06F,2007
11914329,2007-11-13,Utility,"MORGAN, EILEEN P",3723,451,512000,5520.0,0579-1163,Patented Case,2009-06-24,ELECTRONIC,,US20080171502A1,2008-07-17,,,7559829,2009-07-14,TOOL FOR SURFACING AN OPTICAL SURFACE,UNDISCOUNTED,false,US20080171502A1-20080717,2008-07-01,2008-07-17,,,B24D1700,"B24D1700, B24B1301",True,0,ACCEPTED,ACCEPTED,1,B24D,2007
11914359,2007-11-13,Utility,"PATEL, TAJASH D",3765,2,310000,5797.0,2504-1271,Patented Case,2010-07-14,ELECTRONIC,,US20080171955A1,2008-07-17,,,7765619,2010-08-03,CORSET,SMALL,false,US20080171955A1-20080717,2008-07-01,2008-07-17,,,A61F500,A61F500,True,0,ACCEPTED,ACCEPTED,4,A61F,2007
11914902,2007-11-19,Utility,"BARRY, CHESTER T",1797,210,615000,1615.0,023447-9006-00,Patented Case,2010-04-28,ELECTRONIC,,US20080185335A1,2008-08-07,,,7718067,2010-05-18,SEPTIC SYSTEM REMEDIATION METHOD AND APPARATUS,SMALL,false,US20080185335A1-20080807,2008-07-23,2008-08-07,,,C02F302,"C02F302, C02F314, C02F334",False,0,ACCEPTED,ACCEPTED,1,C02F,2007
11915489,2007-11-26,Utility,"MILLS, DONALD L",2462,375,240160,6357.0,,Patented Case,2013-04-24,ELECTRONIC,,US20080205525A1,2008-08-28,,,8442118,2013-05-14,CALCULATING TRANSFORMATION PARAMETERS FOR IMAGE PROCESSING,UNDISCOUNTED,false,US20080205525A1-20080828,2008-08-14,2008-08-28,,,H04N1102,H04N1102,True,0,ACCEPTED,ACCEPTED,3,H04N,2007
11915606,2007-11-27,Utility,"AULAKH, CHARANJIT",1625,514,282000,7339.0,0079906-000001,Patented Case,2014-10-08,ELECTRONIC,,US20080312442A1,2008-12-18,,,8871779,2014-10-28,"PROCESS FOR PREPARING MORPHINAN-6-ONE PRODUCTS WITH LOW LEVELS OF ALPHA, BETA-UNSATURATED KETONE COMPOUNDS",UNDISCOUNTED,false,US20080312442A1-20081218,2008-12-03,2008-12-18,,,C07D48902,C07D48902,False,0,ACCEPTED,ACCEPTED,9,C07D,2007
11915670,2008-06-30,Utility,"DONELS, JEFFREY",2832,84,619000,7778.0,HOWART-50210,Patented Case,2010-11-03,ELECTRONIC,,US20090165631A1,2009-07-02,,,7838757,2010-11-23,FREQUENCY SPECTRUM CONVERSION TO NATURAL HARMONIC FREQUENCIES PROCESS,SMALL,false,US20090165631A1-20090702,2009-06-17,2009-07-02,,,G09B1502,G09B1502,False,0,ACCEPTED,ACCEPTED,1,G09B,2008
11916973,2008-11-14,Utility,"PARK, JEONG S",2454,709,201000,1989.0,S1947.70000US00,Patented Case,2014-01-15,ELECTRONIC,,US20120124121A1,2012-05-17,,,8645558,2014-02-04,RECEPTION ACCORDING TO A DATA TRANSFER PROTOCOL OF DATA DIRECTED TO ANY OF A PLURALITY OF DESTINATION ENTITIES FOR DATA EXTRACTION,UNDISCOUNTED,false,US20120124121A1-20120517,2012-05-02,2012-05-17,,,G06F1516,"G06F1516, G06F15167",True,0,ACCEPTED,ACCEPTED,1,G06F,2008
11917548,2008-08-18,Utility,"MINSKEY, JACOB T",1791,264,077000,7624.0,Q105684,Patented Case,2010-09-29,ELECTRONIC,,US20080315448A1,2008-12-25,,,7815827,2010-10-19,METHOD OF PRODUCING SLABS OF ARTIFICIAL STONE AND POLYMERISABLE RESIN HAVING A VEINED EFFECT BY MEANS OF VIBRO-COMPRESSION UNDER VACUUM,UNDISCOUNTED,false,US20080315448A1-20081225,2008-12-10,2008-12-25,,,B29C4356,B29C4356,False,0,ACCEPTED,ACCEPTED,1,B29C,2008
11917621,2008-06-30,Utility,"DANG, HOANG C",3672,166,318000,8031.0,7881.46,Patented Case,2010-12-22,ELECTRONIC,,US20090084555A1,2009-04-02,,,7866397,2011-01-11,ACTIVATING MECHANISM FOR CONTROLLING THE OPERATION OF A DOWNHOLE TOOL,UNDISCOUNTED,false,US20090084555A1-20090402,2009-03-18,2009-04-02,,,E21B3400,"E21B3400, E21B2310",True,0,ACCEPTED,ACCEPTED,1,E21B,2008
11917976,2007-12-18,Utility,"CHU, YONG LIANG",1626,514,407000,1966.0,13779-121,Patented Case,2010-09-29,ELECTRONIC,,US20080234350A1,2008-09-25,,,7816392,2010-10-19,CRYSTALLINE MODIFICATIONS TO PYRACLOSTROBIN,UNDISCOUNTED,false,US20080234350A1-20080925,2008-09-11,2008-09-25,,,A01N4356,"A01N4356, C07D23118, A01P300",True,0,ACCEPTED,ACCEPTED,2,A01N,2007
11918276,2009-01-21,Utility,"SHOLEMAN, ABU S",2437,375,240280,4022.0,32860-001352/US,Patented Case,2013-11-20,ELECTRONIC,,US20090174815A1,2009-07-09,,,8605794,2013-12-10,METHOD FOR SYNCHRONIZING CONTENT-DEPENDENT DATA SEGMENTS OF FILES,UNDISCOUNTED,false,US20090174815A1-20090709,2009-06-24,2009-07-09,,,H04N9475,"H04N9475, H04N944",True,0,ACCEPTED,ACCEPTED,3,H04N,2009
11918778,2007-10-18,Utility,"HAVLIN, ROBERT H",1639,514,217080,8683.0,00005.001336.,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2014-07-28,ELECTRONIC,,US20090054407A1,2009-02-26,,,7745641,2010-06-29,NITROGEN-CONTAINING HETEROCYCLIC COMPOUND,UNDISCOUNTED,false,US20090054407A1-20090226,2009-02-11,2009-02-26,,,A61K3155,"A61K3155, C07D20904, A61K31404, C07D40314, A61K31496, C07D40114, A61K31541, A61K31506, A61P3500, C07D41714, A61K31454, C07D41314, A61K315377, A61K314439",True,0,ACCEPTED,ACCEPTED,1,A61K,2007
